"population","g_date","total_waste","dry_waste","wet_waste","geom_id","weight"
6267.49,"2021-11-01",621.97,524.88,643.83,8,0.22
8191.02,"2021-11-01",1355.47,627.46,138.73,9,0.28
3520.12,"2021-11-01",1350.74,685.78,363.09,10,0.25
5580.12,"2021-11-01",2315.85,348.68,20.58,11,0.23
3939.57,"2021-11-01",846.15,26.78,2065.83,12,0.28
6676.34,"2021-11-01",1016.74,33.33,1376.45,13,0.21
7730.57,"2021-11-02",626.93,432.45,422.69,1,0.27
7804.28,"2021-11-02",172.97,246.41,1537.75,2,0.22
4485.79,"2021-11-02",1371.27,588.25,2051.21,3,0.22
1785.75,"2021-11-02",96.15,292.48,303.02,4,0.28
2901.29,"2021-11-02",609.92,457.44,1735.68,5,0.26
4667.69,"2021-11-02",2017.86,221.86,592.68,6,0.28
8589.75,"2021-11-02",698.97,408.01,653.73,7,0.25
4535.92,"2021-11-02",449.96,570.12,1585.60,8,0.26
296.65,"2021-11-02",2268.73,435.45,1601.85,9,0.29
7604.81,"2021-11-02",1470.87,318.63,103.85,10,0.27
6716.27,"2021-11-02",2032.07,665.69,714.32,11,0.28
1679.74,"2021-11-02",878.05,603.33,933.37,12,0.23
6659.38,"2021-11-02",2677.07,499.65,425.95,13,0.21
7649.39,"2021-11-03",432.15,392.42,278.28,1,0.23
8011.31,"2021-11-03",1052.66,351.53,639.41,2,0.28
2277.49,"2021-11-03",649.14,557.32,1579.18,3,0.22
1488.43,"2021-11-03",465.05,652.88,1218.97,4,0.29
4588.64,"2021-11-03",979.74,537.51,1395.34,5,0.25
8896.92,"2021-11-03",808.42,395.86,1961.90,6,0.30
5869.48,"2021-11-03",1666.49,192.47,1341.93,7,0.23
4964.06,"2021-11-03",531.42,76.79,73.64,8,0.29
5953.13,"2021-11-03",968.32,226.89,58.76,9,0.28
2935.52,"2021-11-03",1058.90,369.44,1110.34,10,0.29
7161.24,"2021-11-03",2744.38,354.38,1490.32,11,0.24
6994.74,"2021-11-03",2710.09,493.60,1428.24,12,0.24
9586.98,"2021-11-03",1478.35,693.29,311.27,13,0.26
3477.39,"2021-11-04",1790.98,303.85,1748.20,1,0.29
7805.17,"2021-11-04",2618.53,559.78,449.00,2,0.25
5775.84,"2021-11-04",662.60,605.92,641.60,3,0.26
775.06,"2021-11-04",2059.77,597.12,917.88,4,0.29
8628.59,"2021-11-04",2710.25,48.82,63.39,5,0.25
4665.86,"2021-11-04",2372.51,505.07,979.97,6,0.23
3126.19,"2021-11-04",1260.86,415.79,759.31,7,0.27
700.83,"2021-11-04",1577.39,158.58,924.61,8,0.28
8568.70,"2021-11-04",2774.58,619.82,1455.39,9,0.22
3360.59,"2021-11-04",1131.37,231.56,2096.04,10,0.27
9416.85,"2021-11-04",488.39,441.79,805.06,11,0.27
5857.00,"2021-11-04",1198.91,299.31,854.92,12,0.27
5875.24,"2021-11-04",25.50,188.27,567.55,13,0.30
3499.47,"2021-11-05",1729.01,49.59,1920.98,1,0.26
8372.87,"2021-11-05",1275.34,209.19,709.81,2,0.27
7823.22,"2021-11-05",992.83,605.17,1932.81,3,0.27
3720.62,"2021-11-05",1501.35,317.03,276.06,4,0.24
8193.49,"2021-11-05",439.97,185.43,1566.36,5,0.24
8686.71,"2021-11-05",1937.19,5.91,834.42,6,0.22
3360.62,"2021-11-05",862.46,356.23,314.08,7,0.29
6327.62,"2021-11-05",1239.72,299.20,1076.23,8,0.26
493.39,"2021-11-05",2591.09,298.50,1901.39,9,0.22
7039.77,"2021-11-05",1147.95,604.95,117.64,10,0.30
6255.68,"2021-11-05",592.82,31.37,1958.56,11,0.29
3410.02,"2021-11-05",491.16,315.54,896.40,12,0.24
6563.95,"2021-11-05",1816.29,526.93,1818.26,13,0.28
4622.82,"2021-11-06",2578.84,61.90,619.58,1,0.30
3888.34,"2021-11-06",907.58,0.43,1410.23,2,0.23
1276.35,"2021-11-06",1615.89,299.50,1037.34,3,0.22
2837.73,"2021-11-06",1935.76,607.80,146.71,4,0.25
4947.12,"2021-11-06",2298.26,165.05,242.39,5,0.24
3618.33,"2021-11-06",1618.67,621.09,640.24,6,0.28
9411.05,"2021-11-06",303.19,394.29,341.29,7,0.21
8038.86,"2021-11-06",649.86,459.97,919.64,8,0.25
5045.03,"2021-11-06",1578.60,41.19,1012.97,9,0.23
1203.09,"2021-11-06",1418.85,526.02,1000.59,10,0.29
2519.49,"2021-11-06",1871.04,177.98,673.28,11,0.25
1885.05,"2021-11-06",1323.42,386.34,696.44,12,0.21
4.50,"2021-11-06",404.16,496.98,1659.41,13,0.27
6411.35,"2021-11-07",149.15,568.80,984.84,1,0.22
4868.51,"2021-11-07",442.50,234.23,573.94,2,0.22
9185.25,"2021-11-07",654.97,695.44,1785.22,3,0.27
4128.60,"2021-11-07",428.82,583.71,1912.71,4,0.22
9513.39,"2021-11-07",1423.61,507.41,1574.25,5,0.27
186.97,"2021-11-07",1673.41,93.11,866.59,6,0.27
9828.66,"2021-11-07",1100.95,455.00,83.83,7,0.29
2352.77,"2021-11-07",2593.76,142.33,1610.23,8,0.27
7556.27,"2021-11-07",2782.94,688.73,1592.61,9,0.30
6108.63,"2021-11-07",582.85,480.24,264.78,10,0.26
3340.86,"2021-11-07",952.35,692.14,1557.95,11,0.27
6415.15,"2021-11-07",279.50,278.52,2068.11,12,0.30
6317.36,"2021-11-07",2367.46,416.73,507.01,13,0.28
5122.02,"2021-11-08",2418.66,88.76,2092.38,1,0.21
7954.40,"2021-11-08",1100.56,463.02,960.00,2,0.26
9715.10,"2021-11-08",2621.08,500.30,758.47,3,0.29
4028.74,"2021-11-08",857.67,83.77,702.30,4,0.27
2996.97,"2021-11-08",1922.09,158.48,1456.70,5,0.28
2849.70,"2021-11-08",2213.39,20.26,944.47,6,0.21
7899.72,"2021-11-08",743.06,668.94,1465.09,7,0.25
6738.33,"2021-11-08",1554.03,626.77,557.32,8,0.23
2727.94,"2021-11-08",131.43,163.83,183.56,9,0.22
2870.31,"2021-11-08",68.76,548.64,1673.20,10,0.22
3607.71,"2021-11-08",1748.27,669.07,1371.65,11,0.25
4290.00,"2021-11-08",104.48,477.52,2048.49,12,0.27
4990.86,"2021-11-08",1718.55,119.50,1257.18,13,0.29
4761.18,"2021-11-09",1232.87,481.29,1711.23,1,0.23
123.33,"2021-11-09",490.78,25.64,2040.96,2,0.26
6037.16,"2021-11-09",1902.62,162.69,1761.35,3,0.25
1057.59,"2021-11-09",1064.87,120.39,301.36,4,0.25
5135.59,"2021-11-09",2557.16,510.86,262.64,5,0.26
1133.95,"2021-11-09",1743.05,618.95,385.86,6,0.24
8632.78,"2021-11-09",55.87,513.50,1368.13,7,0.23
7934.40,"2021-11-09",977.11,95.06,1681.48,8,0.23
2915.79,"2021-11-09",611.16,507.93,72.58,9,0.26
553.79,"2021-11-09",1787.34,289.65,584.90,10,0.30
5550.53,"2021-11-09",2364.56,364.92,19.52,11,0.28
8354.57,"2021-11-09",184.64,38.00,1209.85,12,0.23
3040.78,"2021-11-09",839.95,234.91,451.96,13,0.28
5219.32,"2021-11-10",472.68,551.89,213.20,1,0.22
1777.68,"2021-11-10",379.99,397.48,842.72,2,0.21
6106.68,"2021-11-10",2260.95,659.13,2055.75,3,0.24
6576.06,"2021-11-10",2479.84,305.04,454.71,4,0.23
3953.51,"2021-11-10",1326.95,44.62,503.43,5,0.28
3681.41,"2021-11-10",563.53,446.17,1755.33,6,0.25
4249.50,"2021-11-10",1424.65,78.35,220.90,7,0.27
2933.52,"2021-11-10",2195.22,387.12,1832.40,8,0.22
3342.88,"2021-11-10",836.76,451.76,1919.41,9,0.26
6089.61,"2021-11-10",2008.33,403.14,1114.23,10,0.21
5059.58,"2021-11-10",1699.65,569.93,463.91,11,0.28
8310.70,"2021-11-10",794.74,676.11,900.76,12,0.30
4911.65,"2021-11-10",738.54,295.24,168.35,13,0.25
7757.48,"2021-11-11",487.39,267.69,667.99,1,0.24
4370.89,"2021-11-11",1990.89,316.06,1083.55,2,0.25
6439.21,"2021-11-11",1395.53,664.67,707.83,3,0.29
1080.01,"2021-11-11",1028.80,489.04,633.24,4,0.25
5629.38,"2021-11-11",654.18,477.01,1168.30,5,0.30
3369.13,"2021-11-11",847.23,41.10,987.72,6,0.27
1701.22,"2021-11-11",1248.16,210.91,691.03,7,0.27
1258.90,"2021-11-11",1519.77,604.68,1018.78,8,0.27
4575.33,"2021-11-11",2158.69,124.59,1694.93,9,0.21
249.90,"2021-11-11",1865.52,416.86,1540.64,10,0.21
4193.63,"2021-11-11",1300.16,452.37,234.74,11,0.26
2093.75,"2021-11-11",2752.32,412.48,1648.04,12,0.21
5913.80,"2021-11-11",1888.01,66.61,1336.36,13,0.26
5574.90,"2021-11-12",1713.17,245.19,646.20,1,0.23
2613.77,"2021-11-12",117.36,287.26,1889.63,2,0.27
1686.81,"2021-11-12",1738.23,480.22,1358.48,3,0.25
7262.25,"2021-11-12",1947.79,316.22,147.44,4,0.24
5079.36,"2021-11-12",2027.33,144.58,564.29,5,0.29
5284.72,"2021-11-12",2225.14,502.17,2028.72,6,0.25
596.76,"2021-11-12",2040.26,637.77,841.52,7,0.26
1728.34,"2021-11-12",2741.41,55.22,929.89,8,0.25
4294.84,"2021-11-12",847.05,192.59,87.11,9,0.28
6265.68,"2021-11-12",1769.11,464.61,894.34,10,0.24
8559.41,"2021-11-12",805.84,591.10,74.90,11,0.27
3715.15,"2021-11-12",367.80,185.46,483.26,12,0.28
1131.93,"2021-11-12",1555.75,672.86,12.08,13,0.24
1492.87,"2021-11-13",2088.86,311.70,1926.29,1,0.23
5753.27,"2021-11-13",336.74,531.43,1969.44,2,0.27
5619.64,"2021-11-13",1254.92,618.31,1184.53,3,0.27
6778.32,"2021-11-13",602.59,453.15,1621.05,4,0.22
6114.81,"2021-11-13",280.16,18.44,1259.73,5,0.22
8633.55,"2021-11-13",2785.82,257.32,1507.29,6,0.22
7314.71,"2021-11-13",2401.84,241.09,533.52,7,0.21
6448.73,"2021-11-13",1524.13,6.17,15.84,8,0.27
5624.89,"2021-11-13",989.75,335.30,1485.56,9,0.24
9999.98,"2021-11-13",298.82,484.08,1486.02,10,0.26
2790.79,"2021-11-13",865.68,20.06,1159.46,11,0.30
9997.94,"2021-11-13",2038.82,296.18,116.98,12,0.28
9711.10,"2021-11-13",1311.50,482.67,1185.22,13,0.24
195.41,"2021-11-14",2034.27,462.26,1807.77,1,0.27
3865.59,"2021-11-14",863.42,229.00,1108.15,2,0.21
6778.99,"2021-11-14",414.47,577.94,1026.12,3,0.22
3753.51,"2021-11-14",1469.46,615.20,1382.54,4,0.23
4837.30,"2021-11-14",160.76,374.13,605.06,5,0.22
4030.57,"2021-11-14",1449.36,443.90,1408.12,6,0.26
8781.26,"2021-11-14",2336.47,517.23,96.48,7,0.28
1073.67,"2021-11-14",2789.36,532.54,1609.54,8,0.22
4973.90,"2021-11-14",1907.14,615.01,871.21,9,0.23
9777.50,"2021-11-14",777.49,491.91,663.86,10,0.26
3682.89,"2021-11-14",99.21,391.28,787.07,11,0.24
2005.23,"2021-11-14",48.39,171.70,1711.26,12,0.27
8277.04,"2021-11-14",1676.98,437.92,343.35,13,0.25
7028.48,"2021-11-15",1186.51,397.66,510.52,1,0.28
3446.33,"2021-11-15",2514.85,497.73,1074.11,2,0.23
8893.17,"2021-11-15",298.54,252.29,1530.84,3,0.28
7108.07,"2021-11-15",180.22,121.32,1757.79,4,0.29
5379.09,"2021-11-15",694.39,452.77,1231.61,5,0.28
1203.89,"2021-11-15",1636.93,99.52,1908.79,6,0.21
9681.22,"2021-11-15",1892.48,439.19,2025.00,7,0.25
7829.87,"2021-11-15",2419.98,287.55,1481.30,8,0.26
7960.73,"2021-11-15",417.09,553.63,534.30,9,0.24
6930.23,"2021-11-15",229.57,104.68,1990.77,10,0.22
4907.62,"2021-11-15",584.15,691.07,477.54,11,0.25
9423.87,"2021-11-15",2134.48,613.92,295.15,12,0.29
3945.91,"2021-11-15",2011.07,474.49,1566.64,13,0.25
1573.55,"2021-11-16",1817.51,390.30,1236.91,1,0.27
1951.34,"2021-11-16",1878.63,479.32,963.72,2,0.22
1675.71,"2021-11-16",1957.83,551.84,1034.01,3,0.29
9577.84,"2021-11-16",1077.58,274.14,1071.68,4,0.26
6488.11,"2021-11-16",1113.61,183.98,177.94,5,0.25
7161.73,"2021-11-16",2585.33,215.96,1889.38,6,0.30
9316.62,"2021-11-16",1150.31,444.61,1026.48,7,0.23
1525.99,"2021-11-16",1373.52,588.09,703.60,8,0.23
5030.80,"2021-11-16",968.55,437.39,693.10,9,0.25
7129.14,"2021-11-16",673.05,444.82,1598.25,10,0.22
8482.38,"2021-11-16",371.23,159.45,1150.53,11,0.24
9182.88,"2021-11-16",2383.40,336.48,483.29,12,0.21
1689.96,"2021-11-16",894.53,531.10,972.19,13,0.23
8533.20,"2021-11-17",1589.87,423.90,29.97,1,0.29
2639.33,"2021-11-17",1133.93,51.31,65.01,2,0.26
4960.52,"2021-11-17",1671.52,642.58,1271.24,3,0.25
19.59,"2021-11-17",2798.18,419.79,273.89,4,0.24
5615.19,"2021-11-17",1720.46,605.73,585.69,5,0.22
3222.84,"2021-11-17",2693.17,336.24,1449.02,6,0.29
9860.07,"2021-11-17",2325.58,205.48,865.61,7,0.29
8655.94,"2021-11-17",2577.75,337.65,870.83,8,0.24
1895.97,"2021-11-17",1.45,673.74,2042.80,9,0.26
4162.73,"2021-11-17",1965.90,583.32,1426.14,10,0.27
5624.57,"2021-11-17",1211.38,12.74,447.13,11,0.25
7772.60,"2021-11-17",801.13,476.75,1450.35,12,0.22
9989.36,"2021-11-17",1063.86,485.28,772.17,13,0.24
2288.17,"2021-11-18",1765.07,451.47,1750.97,1,0.27
1096.54,"2021-11-18",93.40,408.51,1448.87,2,0.21
245.95,"2021-11-18",1530.80,611.61,1482.81,3,0.30
9589.08,"2021-11-18",251.26,645.95,280.94,4,0.22
7401.57,"2021-11-18",2415.95,497.97,133.90,5,0.28
4351.91,"2021-11-18",1964.40,506.49,2010.97,6,0.30
9595.72,"2021-11-18",193.06,171.44,806.29,7,0.25
8437.18,"2021-11-18",1473.27,485.05,699.47,8,0.25
6203.71,"2021-11-18",1900.69,319.06,1598.95,9,0.28
535.94,"2021-11-18",1516.26,446.41,1424.57,10,0.22
3257.20,"2021-11-18",336.13,52.20,681.56,11,0.21
6471.48,"2021-11-18",363.61,530.83,1487.21,12,0.27
4892.57,"2021-11-18",1810.07,130.40,2040.14,13,0.28
8760.09,"2021-11-19",2738.60,639.66,1287.23,1,0.25
6036.69,"2021-11-19",1064.58,174.01,1489.08,2,0.30
6713.40,"2021-11-19",2258.61,108.34,1869.76,3,0.24
2327.79,"2021-11-19",2635.46,641.34,1229.11,4,0.27
7010.56,"2021-11-19",2035.69,23.75,2097.78,5,0.24
6584.17,"2021-11-19",799.41,328.63,810.88,6,0.29
2766.36,"2021-11-19",1400.53,486.33,1676.58,7,0.28
2363.25,"2021-11-19",1765.28,586.84,352.06,8,0.28
7756.35,"2021-11-19",108.01,195.50,852.49,9,0.26
4553.54,"2021-11-19",1460.10,547.43,1823.22,10,0.27
7175.54,"2021-11-19",2375.64,516.39,1699.28,11,0.25
3047.11,"2021-11-19",911.24,573.26,1821.99,12,0.28
6219.59,"2021-11-19",2374.98,404.23,558.26,13,0.28
8757.66,"2021-11-20",2108.45,563.81,1928.99,1,0.24
5135.59,"2021-11-20",2062.70,293.25,274.94,2,0.25
6646.54,"2021-11-20",2124.24,19.45,1336.19,3,0.23
9381.92,"2021-11-20",1758.86,356.15,1320.80,4,0.25
6291.91,"2021-11-20",787.68,126.40,854.86,5,0.29
7063.35,"2021-11-20",1805.53,75.59,846.03,6,0.27
7180.43,"2021-11-20",1307.40,184.97,273.63,7,0.23
4454.11,"2021-11-20",1366.59,491.10,666.38,8,0.23
9305.74,"2021-11-20",1032.03,561.12,701.31,9,0.25
1973.07,"2021-11-20",2714.74,669.99,1399.82,10,0.27
7674.70,"2021-11-20",1225.87,507.59,1955.55,11,0.26
7341.59,"2021-11-20",2773.73,86.30,411.73,12,0.29
3137.59,"2021-11-20",2354.85,320.92,1952.61,13,0.25
2154.52,"2021-11-21",1897.55,272.99,229.17,1,0.24
3561.75,"2021-11-21",2177.16,9.82,612.11,2,0.22
2615.26,"2021-11-21",328.94,698.25,1855.23,3,0.24
5966.62,"2021-11-21",1830.85,232.95,1567.95,4,0.29
1767.60,"2021-11-21",1030.23,389.25,127.38,5,0.21
9427.28,"2021-11-21",2240.52,397.36,1100.52,6,0.22
8567.71,"2021-11-21",874.60,663.31,1449.77,7,0.28
3329.40,"2021-11-21",101.35,51.76,1589.11,8,0.26
6195.14,"2021-11-21",2610.76,394.85,1368.25,9,0.26
6096.53,"2021-11-21",1183.57,283.73,834.53,10,0.23
2430.19,"2021-11-21",2352.11,315.45,1458.28,11,0.25
8934.40,"2021-11-21",2222.67,595.37,1918.61,12,0.22
1559.32,"2021-11-21",2317.38,367.13,1877.35,13,0.24
3311.04,"2021-11-22",76.94,36.51,1593.85,1,0.22
8981.72,"2021-11-22",582.74,184.49,1241.14,2,0.25
7599.24,"2021-11-22",763.77,135.29,66.67,3,0.22
1083.11,"2021-11-22",1374.82,375.81,359.50,4,0.26
8969.14,"2021-11-22",1552.52,409.53,1853.90,5,0.26
9241.07,"2021-11-22",2258.16,280.98,1583.79,6,0.24
4031.20,"2021-11-22",900.83,482.98,1004.11,7,0.26
6000.46,"2021-11-22",1788.72,69.33,1462.86,8,0.22
116.06,"2021-11-22",535.51,187.54,585.16,9,0.27
7243.83,"2021-11-22",1427.87,540.18,1924.83,10,0.28
8050.33,"2021-11-22",1557.75,479.37,430.13,11,0.24
7675.49,"2021-11-22",611.22,337.30,572.98,12,0.29
9127.23,"2021-11-22",1970.96,17.73,1026.37,13,0.28
1025.70,"2021-11-23",2444.86,156.42,271.26,1,0.24
8974.63,"2021-11-23",150.59,212.00,801.79,2,0.29
6329.63,"2021-11-23",778.74,200.70,95.64,3,0.28
3420.53,"2021-11-23",2536.16,506.03,1201.39,4,0.28
6720.39,"2021-11-23",2551.46,421.34,997.87,5,0.22
8791.35,"2021-11-23",2202.56,30.80,30.61,6,0.25
2295.69,"2021-11-23",815.38,140.78,299.66,7,0.23
678.25,"2021-11-23",1656.22,441.55,1875.17,8,0.24
1403.91,"2021-11-23",2302.65,151.59,283.35,9,0.28
747.69,"2021-11-23",440.12,178.23,1629.98,10,0.24
2680.47,"2021-11-23",2190.71,212.50,908.60,11,0.23
8108.02,"2021-11-23",591.66,435.48,1286.19,12,0.29
4150.97,"2021-11-23",1298.26,532.29,571.90,13,0.28
713.13,"2021-11-24",1938.72,228.35,164.66,1,0.27
9534.18,"2021-11-24",2696.66,485.76,1600.34,2,0.24
2405.65,"2021-11-24",2108.20,180.42,139.43,3,0.22
5292.16,"2021-11-24",2413.09,173.21,507.10,4,0.27
7478.13,"2021-11-24",1682.63,19.43,1075.65,5,0.23
2569.13,"2021-11-24",1069.72,477.10,357.44,6,0.26
2514.20,"2021-11-24",1425.64,293.07,843.10,7,0.26
9561.12,"2021-11-24",1477.60,402.76,827.86,8,0.27
2726.41,"2021-11-24",1503.08,662.36,2015.26,9,0.29
7766.25,"2021-11-24",7.01,583.54,1610.11,10,0.27
5247.32,"2021-11-24",828.94,91.72,753.82,11,0.25
9589.47,"2021-11-24",492.61,167.83,762.41,12,0.25
5197.69,"2021-11-24",1773.82,198.87,658.91,13,0.22
3141.55,"2021-11-25",551.08,241.50,690.95,1,0.23
1636.37,"2021-11-25",152.06,403.54,1295.44,2,0.21
5844.10,"2021-11-25",1500.30,639.22,1798.63,3,0.27
8273.19,"2021-11-25",27.06,624.52,263.02,4,0.27
9953.15,"2021-11-25",1960.67,35.65,1430.74,5,0.28
1275.55,"2021-11-25",2254.86,325.14,707.55,6,0.29
7811.05,"2021-11-25",39.04,498.67,942.87,7,0.24
8376.60,"2021-11-25",1003.72,178.35,107.96,8,0.22
4810.08,"2021-11-25",2323.92,680.41,1235.45,9,0.24
1817.30,"2021-11-25",1336.90,180.63,989.08,10,0.28
8124.11,"2021-11-25",2359.40,122.84,1025.44,11,0.23
8980.90,"2021-11-25",1512.24,347.10,1119.29,12,0.22
8747.77,"2021-11-25",556.43,140.69,201.57,13,0.26
9478.21,"2021-11-26",2494.90,398.78,940.26,1,0.29
6931.51,"2021-11-26",469.17,137.01,943.94,2,0.25
3216.91,"2021-11-26",2624.21,245.13,259.02,3,0.29
9270.66,"2021-11-26",1777.46,524.84,1922.95,4,0.25
4356.17,"2021-11-26",154.52,56.62,693.13,5,0.28
2515.72,"2021-11-26",22.41,250.76,1903.35,6,0.22
6947.72,"2021-11-26",1713.89,282.07,1456.07,7,0.27
1693.98,"2021-11-26",460.12,245.04,1774.69,8,0.23
6462.57,"2021-11-26",403.36,609.24,1406.68,9,0.23
6858.03,"2021-11-26",2003.78,361.26,1667.07,10,0.27
4338.50,"2021-11-26",1223.70,637.48,1726.89,11,0.27
5565.27,"2021-11-26",762.45,145.35,404.91,12,0.27
6602.84,"2021-11-26",2730.72,121.82,1298.49,13,0.29
1208.31,"2021-11-27",239.87,528.78,53.26,1,0.29
3328.96,"2021-11-27",1526.34,555.38,1971.83,2,0.25
9388.24,"2021-11-27",1389.22,41.53,834.17,3,0.25
2088.32,"2021-11-27",839.23,371.47,881.62,4,0.25
7924.38,"2021-11-27",1662.71,442.10,1024.48,5,0.25
8704.42,"2021-11-27",2417.72,178.27,1514.02,6,0.23
3840.88,"2021-11-27",2603.31,118.21,533.55,7,0.22
4257.64,"2021-11-27",1831.09,355.64,74.21,8,0.29
5931.66,"2021-11-27",2449.64,156.24,733.46,9,0.30
3638.75,"2021-11-27",1715.79,151.07,637.37,10,0.25
6865.38,"2021-11-27",2362.99,605.39,990.88,11,0.21
983.35,"2021-11-27",674.55,596.19,282.69,12,0.21
9579.84,"2021-11-27",2475.74,647.90,1709.26,13,0.23
5407.78,"2021-11-28",1309.05,575.32,1138.27,1,0.27
7754.97,"2021-11-28",636.48,699.18,661.61,2,0.26
7827.41,"2021-11-28",707.68,610.72,317.65,3,0.28
4798.04,"2021-11-28",1768.52,199.54,1032.36,4,0.30
9487.78,"2021-11-28",884.24,433.90,1811.01,5,0.22
6174.93,"2021-11-28",540.31,39.41,754.59,6,0.24
905.79,"2021-11-28",212.01,134.60,259.20,7,0.26
4042.97,"2021-11-28",1995.87,433.65,837.66,8,0.25
6280.19,"2021-11-28",3.58,180.55,1463.00,9,0.25
3088.82,"2021-11-28",1128.41,173.20,907.36,10,0.23
9479.62,"2021-11-28",2558.72,650.58,25.80,11,0.27
8268.21,"2021-11-28",1212.31,526.73,2065.78,12,0.24
2346.83,"2021-11-28",274.91,207.11,1298.42,13,0.26
6132.19,"2021-11-29",1864.08,379.33,1133.02,1,0.27
7987.97,"2021-11-29",2557.99,651.34,1032.48,2,0.22
2098.19,"2021-11-29",820.12,176.48,216.62,3,0.23
182.13,"2021-11-29",587.97,517.83,1407.00,4,0.21
2053.91,"2021-11-29",2341.82,337.83,957.04,5,0.23
3889.76,"2021-11-29",2485.48,339.28,1022.46,6,0.25
8553.08,"2021-11-29",672.54,675.24,937.05,7,0.21
7357.93,"2021-11-29",2242.83,324.65,59.35,8,0.25
3558.52,"2021-11-29",2764.89,386.38,2033.97,9,0.27
7032.91,"2021-11-29",369.92,627.04,375.44,10,0.28
4433.97,"2021-11-29",2678.62,693.47,1638.38,11,0.28
3298.63,"2021-11-29",1382.43,491.91,1495.88,12,0.23
12.78,"2021-11-29",971.39,415.91,1929.31,13,0.25
8093.33,"2021-11-30",1847.15,339.84,1498.41,1,0.26
3139.94,"2021-11-30",2002.82,144.65,1306.01,2,0.24
4208.50,"2021-11-30",1915.66,134.19,130.46,3,0.30
8967.42,"2021-11-30",2148.35,127.12,1750.83,4,0.29
2230.81,"2021-11-30",2457.66,541.75,887.13,5,0.30
954.53,"2021-11-30",2746.36,620.96,955.95,6,0.25
8788.84,"2021-11-30",977.21,277.08,1792.20,7,0.29
3884.80,"2021-11-30",2760.64,76.41,907.31,8,0.28
832.30,"2021-11-30",1118.87,194.60,360.37,9,0.27
7321.36,"2021-11-30",29.74,249.39,1254.47,10,0.26
7641.14,"2021-11-30",2558.31,118.29,541.54,11,0.23
8608.54,"2021-11-30",2399.14,210.42,1394.56,12,0.22
9923.35,"2021-11-30",766.36,149.88,551.73,13,0.22
2342.70,"2021-12-01",1762.48,50.95,1848.62,1,0.26
1726.16,"2021-12-01",2543.40,255.54,206.77,2,0.22
9368.36,"2021-12-01",639.12,73.20,953.26,3,0.28
1426.74,"2021-12-01",1549.89,237.77,1238.52,4,0.28
2607.06,"2021-12-01",202.83,230.41,1629.50,5,0.29
2290.20,"2021-12-01",31.34,427.07,1250.97,6,0.29
4049.03,"2021-12-01",1581.61,118.06,895.56,7,0.24
365.33,"2021-12-01",904.20,525.81,70.95,8,0.30
2809.85,"2021-12-01",310.86,207.77,1544.77,9,0.24
9415.90,"2021-12-01",1779.00,30.64,1650.40,10,0.22
7285.12,"2021-12-01",1584.61,89.46,1557.42,11,0.24
1806.01,"2021-12-01",498.17,25.87,271.69,12,0.28
7713.31,"2021-12-01",1335.47,311.09,1693.53,13,0.29
5218.52,"2021-12-02",2496.51,155.67,315.33,1,0.30
51.79,"2021-12-02",1200.71,129.10,1337.95,2,0.29
9818.32,"2021-12-02",2201.00,137.56,323.38,3,0.26
439.37,"2021-12-02",221.01,107.80,2030.83,4,0.29
2890.33,"2021-12-02",8.13,79.86,1031.96,5,0.27
7837.99,"2021-12-02",1417.46,99.42,838.69,6,0.24
2999.96,"2021-12-02",1884.31,667.11,75.05,7,0.26
6451.49,"2021-12-02",1262.86,290.75,1510.78,8,0.27
4771.42,"2021-12-02",2174.17,514.11,837.91,9,0.23
1402.87,"2021-12-02",1608.18,398.61,1205.38,10,0.22
7758.04,"2021-12-02",1094.60,592.99,1935.24,11,0.22
1813.52,"2021-12-02",2492.14,576.71,1839.76,12,0.27
2656.26,"2021-12-02",2196.74,136.76,1146.39,13,0.22
5373.56,"2021-12-03",2474.54,631.05,407.68,1,0.22
9118.82,"2021-12-03",2562.38,685.34,495.57,2,0.28
2276.88,"2021-12-03",1455.56,199.33,2052.96,3,0.30
6171.89,"2021-12-03",1295.95,666.19,1611.29,4,0.22
9545.20,"2021-12-03",1198.56,308.62,812.73,5,0.22
6487.11,"2021-12-03",1639.79,500.20,943.07,6,0.25
709.04,"2021-12-03",223.89,102.14,1279.92,7,0.28
608.58,"2021-12-03",1180.12,499.32,424.64,8,0.26
5350.95,"2021-12-03",588.26,231.21,1524.57,9,0.25
7641.88,"2021-12-03",1146.65,468.23,377.32,10,0.27
2510.63,"2021-12-03",476.66,188.24,13.96,11,0.24
2650.01,"2021-12-03",422.12,477.02,980.15,12,0.29
393.42,"2021-12-03",1935.28,463.42,571.08,13,0.28
2016.89,"2021-12-04",1920.16,689.48,690.54,1,0.29
6555.30,"2021-12-04",1155.58,274.68,1336.35,2,0.27
422.93,"2021-12-04",2217.68,355.19,1536.00,3,0.25
9642.78,"2021-12-04",1410.81,300.02,233.68,4,0.27
4688.10,"2021-12-04",2762.66,222.49,1190.63,5,0.27
6312.38,"2021-12-04",57.60,106.49,83.38,6,0.30
5831.21,"2021-12-04",806.90,106.61,2002.17,7,0.23
5534.84,"2021-12-04",81.80,52.31,1884.60,8,0.27
5717.19,"2021-12-04",1916.22,60.13,229.24,9,0.21
7069.21,"2021-12-04",1171.74,117.78,1349.99,10,0.27
704.25,"2021-12-04",1697.90,591.51,543.23,11,0.25
6030.54,"2021-12-04",1877.10,673.28,134.75,12,0.28
7858.39,"2021-12-04",2108.02,591.88,1027.06,13,0.29
